rapida,lenta,modo,stop_pct,razao,alvo_pct,stop_pts,alvo_pts,n_tr,sharpe_tr,ret_tr,acerto_tr,n_ho,sharpe_ho,ret_ho,acerto_ho
10,100,1,0.025,1.3333333333333333,0.03333333333333333,1744.5555101394643,2326.0740135192855,86,-0.2078367886363773,-0.5069333333333332,0.37209302325581395,19,-0.1026899529785178,-0.05773333333333332,0.42105263157894735
10,100,1,0.025,2.0,0.05,1744.5555101394643,3489.1110202789287,63,-0.4484840655469113,-0.8387999999999997,0.19047619047619047,13,0.03281275549351085,0.016200000000000027,0.38461538461538464
10,100,1,0.025,3.0,0.07500000000000001,1744.5555101394643,5233.666530418393,52,-0.26942881343657166,-0.5351999999999998,0.17307692307692307,7,0.019908361488150117,0.006800000000000014,0.2857142857142857
10,100,1,0.04,0.75,0.03,2791.288816223143,2093.466612167357,61,-0.06979282553719295,-0.14859999999999987,0.5737704918032787,11,0.25412429820129717,0.09140000000000001,0.7272727272727273
10,100,1,0.04,1.0,0.04,2791.288816223143,2791.288816223143,50,0.09527259740393332,0.19000000000000006,0.58,7,0.07282868842113568,0.021800000000000014,0.5714285714285714
10,100,1,0.04,1.3333333333333333,0.05333333333333333,2791.288816223143,3721.718421630857,34,-0.030262420840371194,-0.04840000000000002,0.4411764705882353,5,0.7682490694124278,0.16033333333333333,0.8
10,100,1,0.04,2.0,0.08,2791.288816223143,5582.577632446286,25,0.1677776822147411,0.255,0.44,3,0.5398225016923001,0.1122,0.6666666666666666
10,100,1,0.04,3.0,0.12,2791.288816223143,8373.866448669429,13,-0.08090860228107348,-0.07380000000000002,0.23076923076923078,0,0.0,0.0,
10,200,0,0.002,0.75,0.0015,139.56444081115714,104.67333060836786,1474,-1.499835244781049,-3.8299000000000003,0.0,559,-1.503826472203341,-1.4584,0.0
10,200,0,0.002,1.0,0.002,139.56444081115714,139.56444081115714,1415,-1.3145210720299891,-3.721,0.0,521,-1.281685160411552,-1.3365999999999998,0.0
10,200,0,0.002,1.3333333333333333,0.0026666666666666666,139.56444081115714,186.08592108154284,1354,-1.1381414952461462,-3.5544000000000002,0.42319054652880356,496,-1.136946047608526,-1.3016,0.42338709677419356
10,200,0,0.002,2.0,0.004,139.56444081115714,279.1288816223143,1287,-0.9365207314601154,-3.3942000000000005,0.3271173271173271,463,-0.8845238617342661,-1.1698,0.34557235421166305
10,200,0,0.002,3.0,0.006,139.56444081115714,418.69332243347145,1203,-0.7606269869724023,-3.1578,0.24688279301745636,409,-0.7516607264650151,-1.0654,0.24938875305623473
10,200,0,0.004,0.75,0.003,279.1288816223143,209.34666121673573,978,-0.7407297334801847,-2.5068,0.5766871165644172,354,-0.7766013935666768,-0.9573999999999999,0.556497175141243
10,200,0,0.004,1.0,0.004,279.1288816223143,279.1288816223143,916,-0.6065794407982895,-2.2216000000000005,0.5218340611353712,328,-0.6985460632566637,-0.9168000000000002,0.47560975609756095
10,200,0,0.004,1.3333333333333333,0.005333333333333333,279.1288816223143,372.17184216308567,848,-0.5056459759715958,-1.9941333333333333,0.455188679245283,287,-0.6083738771010831,-0.8022,0.4076655052264808
10,200,0,0.004,2.0,0.008,279.1288816223143,558.2577632446286,742,-0.43415796328835116,-1.8371999999999997,0.3436657681940701,234,-0.5941703335121042,-0.7524,0.28205128205128205
10,200,0,0.004,3.0,0.012,279.1288816223143,837.3866448669429,625,-0.3627209606057725,-1.5810000000000002,0.2544,183,-0.5413272258053592,-0.6318000000000001,0.19672131147540983
10,200,0,0.008,0.75,0.006,558.2577632446286,418.69332243347145,566,-0.35953554304029983,-1.4076,0.5795053003533569,173,-0.5418416174410314,-0.6577999999999999,0.48554913294797686
10,200,0,0.008,1.0,0.008,558.2577632446286,558.2577632446286,490,-0.3246681979737315,-1.2739999999999996,0.5,152,-0.45906582289512693,-0.5551999999999999,0.4342105263157895
10,200,0,0.008,1.3333333333333333,0.010666666666666666,558.2577632446286,744.3436843261713,435,-0.2880455193733853,-1.1576666666666666,0.42528735632183906,127,-0.42618634310223763,-0.4875333333333333,0.36220472440944884
10,200,0,0.008,2.0,0.016,558.2577632446286,1116.5155264892571,342,-0.2704067234596822,-1.0332,0.3157894736842105,102,-0.34711646053229633,-0.3851999999999999,0.28431372549019607
10,200,0,0.008,3.0,0.024,558.2577632446286,1674.7732897338858,256,-0.22824334713240615,-0.7935999999999998,0.234375,77,-0.16201862183201743,-0.1761999999999999,0.2597402597402597
10,200,0,0.015,0.75,0.01125,1046.7333060836786,785.0499795627588,276,-0.21194656231083944,-0.7626,0.5652173913043478,73,-0.3797432833783154,-0.36604999999999993,0.4794520547945205
10,200,0,0.015,1.0,0.015,1046.7333060836786,1046.7333060836786,223,-0.286606985595248,-0.9547999999999999,0.4439461883408072,58,-0.10371111320058515,-0.09079999999999992,0.5344827586206896
10,200,0,0.015,1.3333333333333333,0.019999999999999997,1046.7333060836786,1395.6444081115712,182,-0.2663998824258626,-0.8231999999999997,0.37362637362637363,51,-0.025077464864002773,-0.02259999999999998,0.49019607843137253
10,200,0,0.015,2.0,0.03,1046.7333060836786,2093.466612167357,143,-0.18010767140250455,-0.5367999999999999,0.3076923076923077,34,-0.07868933612289908,-0.05839999999999995,0.35294117647058826
10,200,0,0.015,3.0,0.045,1046.7333060836786,3140.1999182510353,107,-0.2160486894720463,-0.5631999999999998,0.205607476635514,18,-0.33030625519693413,-0.13679999999999998,0.16666666666666666
10,200,0,0.025,0.75,0.018750000000000003,1744.5555101394643,1308.4166326045984,127,-0.15956161701857532,-0.44269999999999987,0.5511811023622047,31,-0.10010157397701254,-0.06809999999999991,0.5806451612903226
10,200,0,0.025,1.0,0.025,1744.5555101394643,1744.5555101394643,100,-0.1634724554083594,-0.4099999999999999,0.47,27,0.007021659611780168,0.004800000000000054,0.5555555555555556
